company_rating,model_rating,product,bought_at,months_used,issues_rating,resale_value,output
4,3,12,19955,13,0,9453,1
5,3.5,17.5,45647,17,0,15834,0
4,3.5,14,20523,0,1,9550,0
4,3.5,14,18310,13,2,10816,1
3,3,9,22209,21,1,5627,0
3,3,9,12274,20,1,4113,1
5,3,15,38310,21,0,10190,0
3,3,9,28239,3,0,12136,0
3,2,6,12770,7,3,4206,0
2,2,4,9622,8,0,6441,1
5,3,15,44308,7,1,22177,0
3,4,12,12857,27,3,3670,1
2,5,10,8630,9,3.5,3133,0
5,3,15,32788,19,2,10669,0
3,4,12,27044,20,3,7136,0
2,5,10,6292,7,0,4015,1
2,5,10,8227,0,2.5,4979,0
3,4,12,12345,5,3,5288,0
5,2,10,27021,17,2,9328,0
3,2,6,20763,21,3,1812,0
5,2,10,33863,2,1,21672,1
3,4,12,12279,23,1,4877,1
5,2,10,16180,5,2,14426,1
5,5,25,43693,22,0,13437,0
5,3.5,17.5,46140,3,1,26127,0
2,3,6,6495,5,1,4399,1
2,5,10,6780,9,0,3865,1
3,3,9,15193,3,4,8079,0
3,2,6,12077,11,0,4336,0
3,2,6,12759,8,0,4765,0
3,2,6,13973,1,1,5078,0
3,5,15,16043,29,3.5,5341,1
3,2,6,27985,10,3,5706,0
3,3,9,16361,16,3,4919,0
4,4,16,21204,13,3,13280,1
3,2,6,13458,1,3,4796,0
3,3,9,16895,16,0,7436,1
3,4,12,12040,1,2.5,5694,0
2,2,4,11670,15,5,3875,1
3,2,6,16037,7,2,6196,0
5,5,25,44840,27,1,10347,0
5,5,25,35450,8,1,20661,0
2,2,4,7114,12,2.5,2791,1
2,2,4,11781,6,2.5,7000,1
2,5,10,6584,18,2.5,880,1
4,3,12,16512,1,3,8243,0
4,4,16,19635,9,2.5,11961,1
2,2,4,7019,5,3.5,3589,1
5,2,10,34133,19,2,10069,0
3,4,12,13536,25,1,4851,1
3,5,15,11635,20,3.5,7521,1
3,2,6,20614,5,3,6601,0
3,4,12,12517,12,2.5,5192,1
3,4,12,12679,19,0,4918,1
2,3,6,6481,12,3,2139,1
4,4,16,19613,8,3,12004,1
3,2,6,12335,16,1,4192,1
2,2,4,10635,8,5,4867,1
3,2,6,13531,27,2.5,3352,1
2,5,10,9411,18,5,1038,0
2,5,10,7150,7,1,3790,1
2,3,6,7689,3,3,4335,1
3,4,12,15108,13,1,9705,1
4,3,12,20034,20,1,10684,1
2,3,6,10773,15,0,5459,1
3,3,9,13976,6,0,5441,0
2,2,4,9995,9,1,6321,1
5,4,20,44523,6,0,23895,0
5,3,15,39505,16,2,14827,0
5,2,10,53687,9,2,23285,0
4,3.5,14,22799,18,2.5,13255,1
2,2,4,11377,17,2.5,4856,1
3,2,6,28156,23,4,1228,0
3,3,9,13716,24,2.5,4109,1
3,5,15,22945,15,4,9463,0
3,4,12,13426,7,2.5,5599,0
2,2,4,10582,13,0,5788,1
3,3,9,16378,24,2,3560,0
4,3,12,17116,19,3,10323,1
5,5,25,44165,12,1,20899,0
3,5,15,13830,13,4,9397,1
3,5,15,22410,14,1,11844,1
3,3,9,12087,21,2.5,4059,1
2,3,6,6890,15,0,3474,1
3,4,12,12176,3,2.5,6035,0
4,3.5,14,16559,17,2.5,10405,1
5,3.5,17.5,48809,26,2,11484,0
2,2,4,10143,5,4.5,4930,0
3,4,12,12084,19,1,4908,1
3,2,6,26664,29,2,818,0
5,3,15,30003,1,0,21691,1
4,4,16,18676,11,2.5,11707,1
4,3,12,22315,10,3,11597,1
3,5,15,25284,29,0,8854,0
3,3,9,13455,13,4,4732,0
3,4,12,9412,2,3.5,10113,1
5,3.5,17.5,25728,24,0,4656,0
4,4,16,17623,13,0,10206,1
4,3.5,14,21283,13,2.5,12400,1
3,3,9,13114,24,2.5,3915,1
5,5,25,39509,8,2,22256,0
3,3,9,12010,23,3,3974,1
3,4,12,12341,2,1,12023,1
3,4,12,27344,14,3,8867,0
3,4,12,12177,15,3,4939,1
3,2,6,13748,9,3,4266,0
2,2,4,8637,3,2.5,5298,1
4,3.5,14,17315,14,1,9824,1
2,5,10,11015,11,5,3486,0
3,2,6,12070,12,2.5,3991,0
4,4,16,18810,2,3,10989,0
5,2,10,32241,1,1,21843,1
3,4,12,12516,10,3,5145,0
4,3,12,17222,14,2,9285,1
3,3,9,13538,23,1,4251,1
3,4,12,24495,27,3,4889,0
2,2,4,7858,20,0,3404,1
5,3.5,17.5,37228,9,2,19439,0
5,3,15,45569,10,2,21091,0
4,3,12,21314,5,2,10325,0
4,3,12,17800,7,1,8263,0
4,4,16,19875,17,2,12488,1
5,2,10,44693,19,1,13044,0
5,5,25,22934,14,1,12573,1
4,3,12,17153,17,0,8390,1
3,2,6,8749,4,1,7173,1
3,2,6,29308,14,1,6103,0
5,3,15,32638,4,0,20298,1
2,5,10,10564,4,3,5502,0
5,3.5,17.5,18099,16,2,8720,1
4,3.5,14,17936,14,2.5,10738,1
5,2,10,48664,5,0,23797,0
3,5,15,7474,24,2,6866,1
3,4,12,23590,17,2,8220,0
3,5,15,20572,22,2,9044,1
3,2,6,23839,1,0,10002,0
5,2,10,36851,11,2,17029,0
3,3,9,12898,10,3,4691,0
3,4,12,13766,28,3,4475,1
3,4,12,13918,23,2.5,4714,1
3,2,6,19606,7,1,7355,0
3,2,6,10228,8,1,5912,1
2,2,4,8556,0,2.5,6032,1
4,4,16,17844,9,3,11402,1
4,3,12,20617,14,2.5,11086,1
3,2,6,10610,24,0,2338,1
3,2,6,23728,12,3.5,4702,0
3,4,12,13270,4,0,6151,0
5,4,20,35358,15,0,14560,0
3,4,12,10780,24,0,6586,1
5,3,15,46956,17,1,16109,0
3,3,9,16177,11,4,5795,0
3,2,6,13945,10,2.5,4197,0
2,5,10,8349,20,3.5,1312,1
3,2,6,12961,3,2.5,4572,0
5,4,20,50805,4,2,27623,0
2,3,6,11513,16,3.5,4423,1
3,4,12,8612,13,0,9597,1
4,4,16,18915,10,2.5,11609,1
2,3,6,10515,20,4.5,2417,1
3,2,6,28538,15,0,6608,0
5,2,10,26886,0,1,20687,1
3,2,6,22834,15,1,5051,0
4,3,12,16197,2,0,6801,0
2,5,10,11523,2,2.5,6470,0
3,4,12,28802,16,3,8288,0
2,3,6,7398,8,5,2356,0
5,5,25,22421,20,1,8147,0
5,3.5,17.5,23347,28,0,790,0
3,4,12,12441,12,3,5138,1
4,4,16,20968,4,3,12326,1
4,3,12,17634,10,3,9471,1
2,5,10,10412,10,3,4336,0
3,2,6,13697,5,2.5,4773,0
4,3.5,14,22566,20,2.5,13543,1
3,5,15,24235,27,0,9278,0
3,4,12,12162,15,2.5,4903,1
5,3,15,24608,3,2,19456,1
2,2,4,10161,3,3,6274,1
4,3,12,20267,13,1,9980,1
5,3,15,39045,6,0,20925,0
3,4,12,16575,4,3,10645,1
2,5,10,6515,1,3,3694,0
5,4,20,29556,16,0,12005,0
3,4,12,12021,16,3,4817,1
3,4,12,11716,18,3,6115,1
4,4,16,15927,3,0,8449,0
3,4,12,15399,22,2,6141,1
3,4,12,20201,10,1,10638,0
3,4,12,23432,20,3,6763,0
3,5,15,18480,14,2,10718,1
3,3,9,12772,14,0,4866,1
3,2,6,13583,21,0,3964,1
3,4,12,13604,20,1,5305,1
4,3.5,14,22771,8,0,10924,0
4,3,12,15303,11,1,7779,1
4,3.5,14,19894,20,2,11885,1
5,2,10,32231,15,2,12415,0
5,3,15,46266,23,1,11724,0
3,2,6,12153,19,3.5,1202,0
4,3.5,14,20575,13,1,11265,1
2,2,4,10463,10,1,5872,1
2,5,10,7714,11,3.5,2207,0
5,3.5,17.5,33989,17,1,12764,0
2,3,6,7002,17,3,1725,1
5,2,10,52641,14,0,18706,0
5,3,15,36112,24,0,7480,0
4,4,16,21842,17,2.5,13766,1
3,4,12,12105,5,0,6173,0
3,3,9,13175,28,1,3901,1
4,4,16,22861,3,0,11491,0
2,5,10,7649,17,1,2265,1
3,3,9,14425,19,3,4099,0
2,5,10,11893,14,1,6002,1
5,2,10,33751,6,0,18689,0
2,5,10,10447,20,3,2684,1
5,5,25,24489,22,1,7363,0
5,4,20,30475,20,1,9653,0
2,2,4,8362,2,3,5393,1
3,4,12,15707,14,1,9226,1
4,3.5,14,18429,19,2,11225,1
5,5,25,31778,27,0,5585,0
5,3,15,16852,7,1,13788,1
4,3,12,15805,8,1,7741,1
3,2,6,12770,18,0,4152,1
3,5,15,27448,12,4,10952,0
4,4,16,22250,2,3,12763,0
3,2,6,26247,13,3.5,4417,0
2,3,6,8393,17,3,2231,1
3,4,12,13506,20,0,5123,1
2,5,10,9750,16,3.5,2469,0
3,4,12,13995,14,0,5777,1
5,5,25,33936,3,1,23631,1
3,4,12,12308,16,3,4955,1
5,3,15,31063,8,0,17325,0
4,3,12,16988,11,2.5,9141,1
4,3,12,19159,2,0,8039,0
4,4,16,18013,5,2.5,10764,1
4,3,12,20465,18,1,10639,1
2,2,4,6719,16,1,2833,1
5,2,10,47762,26,1,9035,0
3,2,6,13870,28,1,3496,1
4,3.5,14,17702,4,1,9012,0
3,5,15,26805,23,2,9372,0
3,3,9,12679,11,3,4462,0
3,3,9,26405,6,3.5,8544,0
2,2,4,7514,5,4.5,3301,1
4,3.5,14,20129,5,2,10656,0
4,3,12,21313,6,3,10947,0
4,3,12,16291,0,0,6655,0
5,3.5,17.5,40592,20,2,13174,0
4,3,12,19699,8,3,10208,0
3,5,15,28665,14,0,13141,0
3,4,12,12897,23,2.5,4667,1
3,4,12,16850,11,0,10790,1
5,5,25,33254,28,1,5921,0
4,4,16,19967,16,2,12366,1
2,5,10,11977,1,1,8195,1
2,3,6,7751,16,5,1208,1
3,2,6,13588,27,3,3148,1
3,2,6,13059,10,0,4507,0
3,4,12,13696,2,1,6358,0
3,4,12,12526,24,1,4776,1
4,3,12,20836,5,1,9505,0
4,4,16,20764,2,2.5,11597,0
3,2,6,24461,19,1,4276,0
5,3,15,33873,16,0,12393,0
3,2,6,13021,5,2.5,4525,0
2,3,6,9787,10,2.5,4565,1
3,4,12,12625,2,2.5,5657,0
3,3,9,12058,1,3,5025,0
4,4,16,22349,10,2.5,13569,1
5,3.5,17.5,51340,19,1,16622,0
5,5,25,48612,1,0,29317,0
3,3,9,26827,7,4,7998,0
4,3.5,14,21518,0,1,10009,0
3,2,6,20110,10,4,4263,0
3,3,9,13905,3,2.5,5301,0
3,2,6,13031,29,2.5,2992,1
4,4,16,21333,13,1,12385,1
2,3,6,11313,3,3,6628,1
2,3,6,11631,17,0,6047,1
3,5,15,29498,4,3,13831,0
3,3,9,28536,22,2,5356,0
4,4,16,21973,17,2.5,13918,1
2,2,4,10706,18,5,2717,1
4,3.5,14,22549,1,2.5,11583,0
3,5,15,28976,6,4,12659,0
5,3.5,17.5,22568,17,2,9006,0
2,5,10,8194,7,5,2490,0
5,3.5,17.5,30999,1,1,22905,1
3,2,6,12202,25,2,676,0
3,2,6,13144,14,1,3985,0
5,4,20,36906,25,2,8634,0
4,3,12,17681,2,2.5,8703,0
3,2,6,13005,25,3,2970,1
3,4,12,7860,18,3.5,5614,1
3,4,12,7484,14,1,8443,1
3,3,9,12506,26,3,3758,1
4,3.5,14,16206,3,1,8264,0
2,2,4,9228,1,1,6808,1
5,2,10,49363,15,1,17452,0
2,2,4,7696,13,3,2852,1
4,4,16,15353,20,0,9873,1
3,3,9,13466,27,0,4352,1
3,2,6,11639,13,0,5530,1
5,3,15,49433,18,1,16170,0
3,3,9,12194,22,0,4323,1
3,2,6,22050,15,1,4903,0
3,4,12,8165,19,1,7332,1
3,4,12,14215,25,0,6502,1
5,4,20,43543,11,0,19930,0
4,4,16,19416,10,2,11629,1
4,3.5,14,17137,4,2.5,9609,0
5,3,15,16794,16,2,7652,1
3,3,9,16119,15,3,5448,0
2,5,10,8289,18,2.5,1638,1
4,3,12,21022,6,2.5,10469,0
5,4,20,25688,7,1,17616,1
2,3,6,8217,6,1,5442,1
3,4,12,28316,29,0,6818,0
2,5,10,6057,18,0,1623,1
4,3,12,20973,4,0,8879,0
3,4,12,13311,19,2.5,4926,1
3,5,15,12175,8,0,13500,1
2,5,10,10736,18,3,3055,1
3,3,9,17865,6,3.5,7864,0
3,4,12,13011,16,1,5188,1
3,4,12,10562,0,0,13368,1
3,2,6,13775,21,1,3979,1
2,3,6,10971,14,2.5,4804,1
3,2,6,12378,27,2.5,3356,1
2,2,4,6749,19,2.5,1365,1
4,3,12,21846,19,0,11160,1
5,2,10,48722,13,0,18263,0
3,3,9,13044,8,3,4882,0
2,3,6,11294,9,3,5534,1
4,3.5,14,22651,17,0,12058,1
3,3,9,16371,18,4,3981,0
2,3,6,8894,15,3,2926,1
5,2,10,48872,12,1,19360,0
3,3,9,13923,5,2.5,5145,0
4,3,12,19854,13,1,10035,1
3,3,9,13943,0,0,5696,0
5,4,20,38286,18,2,14019,0
2,2,4,11593,16,2.5,4759,1
3,4,12,12811,3,0,6044,0
5,4,20,54600,11,1,23378,0
5,3.5,17.5,39636,25,2,8925,0
3,5,15,17150,13,2,10999,1
4,3.5,14,15021,18,2.5,10152,1
2,5,10,7022,20,1,1776,1
3,3,9,12818,20,1,4447,1
3,2,6,23334,21,4,1426,0
3,2,6,12343,4,1,4791,0
4,3.5,14,15974,1,1,7962,0
2,2,4,9396,17,3,3218,1
5,3.5,17.5,42306,0,1,27278,1
3,3,9,13190,16,3,4199,1
4,3.5,14,19454,2,2.5,9905,0
3,2,6,12896,16,3,3921,1
2,3,6,10885,18,0,5057,1
5,4,20,41143,7,1,22229,0
3,4,12,28843,8,0,12721,0
4,3,12,19064,20,3,11256,1
2,5,10,7440,10,5,1570,0
4,3.5,14,16154,3,2.5,8876,0
2,2,4,8059,10,3.5,3094,1
2,3,6,7575,9,3.5,3028,1
5,3.5,17.5,49574,19,0,15690,0
2,3,6,7206,1,3.5,4087,0
3,3,9,16197,1,3,9301,0
5,3.5,17.5,44719,14,2,18335,0
3,4,12,13071,20,0,5278,1
3,4,12,13455,29,2.5,4317,1
4,4,16,21897,2,3,12242,0
4,3.5,14,16098,11,2.5,9689,1
3,4,12,12755,22,0,4981,1
4,3.5,14,22796,11,0,11307,0
2,3,6,9894,1,4.5,5266,0
3,2,6,9398,17,2,2707,1
5,3.5,17.5,17838,0,0,19079,1
2,3,6,7266,19,0,2914,1
3,2,6,22499,13,1,5854,0
2,3,6,9012,8,3.5,4338,1
2,2,4,7539,9,5,2484,1
5,3,15,18717,15,0,8468,1
2,5,10,8255,7,4.5,2632,0
3,3,9,16025,2,2,9358,0
3,3,9,26246,24,4,2940,0
3,2,6,13545,23,1,3624,1
2,2,4,9599,11,2.5,4831,1
5,5,25,40167,23,1,11616,0
5,3,15,36647,11,1,17252,0
4,3.5,14,18681,13,3,11222,1
2,2,4,8668,13,5,2511,1
3,4,12,12910,28,0,4347,1
3,3,9,13483,4,0,5472,0
3,2,6,17860,15,4,2461,0
5,2,10,39740,17,2,13257,0
3,4,12,13297,27,3,4220,1
3,5,15,21529,13,0,12642,1
3,3,9,28990,7,3.5,8532,0
5,4,20,28600,24,1,6510,0
4,3,12,16191,5,1,7377,0
3,5,15,10931,6,1,13199,1
2,2,4,11590,15,4.5,4385,1
4,3,12,17835,7,1,8313,0
2,5,10,10334,12,4.5,2977,0
2,2,4,9368,17,4.5,2537,1
3,3,9,12302,21,2.5,4140,1
5,3,15,18341,1,2,18650,1
5,3.5,17.5,46334,27,2,9726,0
2,2,4,10313,10,1,6175,1
5,3.5,17.5,50350,11,2,22424,0
3,4,12,13853,19,3,4980,1
5,2,10,35120,24,1,6639,0
4,3.5,14,15849,8,2,9035,1
3,2,6,13524,27,3,3049,1
2,3,6,10268,8,2.5,5340,1
4,4,16,15658,10,2.5,10001,1
3,5,15,28149,2,1,15865,0
5,3,15,41729,20,2,12600,0
4,3.5,14,20303,3,2,10583,0
2,2,4,10958,11,4.5,4466,1
3,2,6,13724,9,1,4589,0
4,4,16,21833,20,3,14043,1
5,2,10,26061,16,0,8736,0
2,3,6,7323,7,3.5,3215,1
5,3.5,17.5,36186,2,1,23491,1
2,2,4,8020,8,0,5432,1
3,3,9,17099,26,0,4697,1
2,2,4,7132,20,1,2509,1
2,2,4,9360,5,3.5,5200,1
3,4,12,7884,10,0,10202,1
4,3,12,20484,3,2,9457,0
3,4,12,28988,8,1,12036,0
4,3.5,14,16482,12,1,9519,1
3,2,6,13149,24,3,3495,1
3,2,6,12272,3,2.5,4377,0
5,3.5,17.5,47740,16,1,17465,0
3,4,12,7593,28,2,3757,1
3,4,12,13053,2,0,6245,0
2,2,4,7458,16,5,1337,1
3,3,9,8482,27,2,1821,1
4,3.5,14,18988,16,0,10497,1
2,3,6,6015,19,2.5,1199,1
5,5,25,22916,3,0,19692,1
3,5,15,26538,22,1,10059,0
5,4,20,47290,1,0,28383,0
3,3,9,24593,29,3,2213,0
5,5,25,49210,11,1,23011,0
4,4,16,16170,15,2,10853,1
4,3,12,16646,17,2,9344,1
2,5,10,7862,8,3,3015,0
2,5,10,11492,7,5,4441,0
2,2,4,10180,1,3,6329,1
2,5,10,8476,19,0,2902,1
5,3,15,53054,24,0,12602,0
4,4,16,18696,7,1,10476,1
5,3.5,17.5,31936,5,2,20429,1
3,4,12,13071,24,3,4364,1
4,3,12,22931,1,2,10518,0
3,3,9,12311,12,2.5,4552,0
3,3,9,28529,0,0,12685,0
2,5,10,6540,15,3,1408,1
5,4,20,24613,18,1,9275,0
5,2,10,37901,5,0,20276,0
3,2,6,26311,14,0,6687,0
2,2,4,10723,13,3,4746,1
3,3,9,7467,19,4,2515,1
4,3.5,14,16939,7,2.5,9832,1
2,2,4,8653,17,3.5,2926,1
4,4,16,15830,4,2,9393,1
3,2,6,13390,14,2.5,3828,0
4,3,12,22245,13,3,12022,1
2,5,10,6952,3,2.5,3620,0
3,4,12,8210,27,2,4384,1
2,3,6,11820,5,3,6513,1
3,3,9,25691,3,4,8852,0
3,2,6,13433,7,2.5,4475,0
2,5,10,11622,7,2.5,5905,0
5,4,20,15608,4,1,16409,1
2,2,4,9549,9,2.5,4808,1
3,3,9,11842,19,0,6110,1
4,4,16,21628,4,2.5,12176,0
5,2,10,49843,4,1,25302,0
3,4,12,14725,7,2,10136,1
4,4,16,17214,14,0,10332,1
5,2,10,49343,8,2,22635,0
4,3,12,22545,6,1,10398,0
2,3,6,10827,20,2.5,3462,1
4,3,12,19339,10,0,8969,0
3,3,9,13587,17,1,4384,1
3,4,12,13107,24,2.5,4647,1
3,4,12,10504,27,1,4791,1
2,3,6,9986,2,0,7513,1
2,5,10,11291,10,4.5,4175,0
4,3,12,17649,18,2,10128,1
3,5,15,18694,27,0,8630,1
2,5,10,11718,8,1,6772,1
3,2,6,12256,28,1,3450,1
4,3,12,15258,12,0,7426,1
4,3.5,14,16145,11,0,8397,1
2,3,6,10993,6,1,6906,1
5,2,10,28016,18,2,8830,0
3,2,6,12678,3,3,4289,0
3,2,6,12084,21,3,3357,1
5,3.5,17.5,32119,0,2,24365,1
2,3,6,8243,14,5,1583,0
2,3,6,11204,3,3,6617,1
4,4,16,16849,12,3,11256,1
4,3.5,14,21563,15,2,11965,1
3,2,6,12917,13,2.5,3859,0
5,5,25,41915,5,0,24589,0
4,3,12,21445,10,0,10128,0
3,2,6,18637,7,2,6150,0
5,2,10,42129,5,0,22015,0
3,5,15,9796,10,4,9812,1
5,2,10,28218,13,1,11877,0
2,5,10,10160,12,2.5,4179,1
4,4,16,16998,6,0,9225,0
3,2,6,13999,10,1,4569,0
2,3,6,9407,0,1,6800,1
3,3,9,13113,27,0,4296,1
3,3,9,13039,24,2.5,3795,1
3,5,15,27685,10,3.5,11680,0
